PLAYER_NAME,SEASON_ID,SALARY_REAL,GS,PLAYER_AGE,FG_PCT,FG3A,REB/MIN,AST/MIN,PTS/MIN
Courtney Alexander,2001,1972954.0,24.0,24.0,0.417,46.0,0.3023255813953488,0.13107822410147993,1.306553911205074
Courtney Alexander,2002,2054265.0,28.0,25.0,0.47,18.0,0.11161387631975868,0.06485671191553545,0.41402714932126694
Courtney Alexander,2003,2174264.0,7.0,26.0,0.382,57.0,0.0867009551800147,0.05804555473916238,0.3842762674504041
Courtney Fortson,2012,47978.0,0.0,24.0,0.417,4.0,0.1702127659574468,0.10638297872340426,0.3617021276595745
Courtney Fortson,2012,47978.0,0.0,24.0,0.344,13.0,0.15625,0.10416666666666667,0.3645833333333333
Courtney Lee,2009,1385787.0,42.0,23.0,0.45,203.0,0.09175257731958762,0.04690721649484536,0.33298969072164947
Courtney Lee,2010,1511262.0,66.0,24.0,0.436,225.0,0.10606060606060606,0.05092592592592592,0.37247474747474746
Courtney Lee,2011,1666534.0,1.0,25.0,0.439,174.0,0.12122969837587007,0.058004640371229696,0.38979118329466356
Courtney Lee,2012,2541277.0,26.0,26.0,0.433,217.0,0.09044368600682594,0.05005688282138794,0.37542662116040953
Courtney Lee,2013,5617030.0,39.0,27.0,0.464,156.0,0.09783728115345006,0.07363542739443872,0.31513903192584963
Courtney Lee,2014,5768592.0,0.0,28.0,0.492,52.0,0.09683794466403162,0.06324110671936758,0.4367588932806324
Courtney Lee,2014,5768592.0,47.0,28.0,0.48,194.0,0.09473150962512665,0.05825734549138804,0.38551165146909827
Courtney Lee,2015,5894839.0,74.0,29.0,0.448,224.0,0.07558386411889596,0.06411889596602972,0.32993630573248406
Courtney Lee,2016,6130616.0,37.0,30.0,0.458,138.0,0.07919463087248323,0.05100671140939597,0.3429530201342282
Courtney Lee,2016,6130616.0,65.0,30.0,0.454,217.0,0.08779443254817987,0.058244111349036405,0.3259100642398287
Courtney Lee,2017,12024636.0,74.0,31.0,0.456,269.0,0.10528455284552846,0.07276422764227643,0.3394308943089431
Courtney Lee,2018,12363784.0,69.0,32.0,0.454,278.0,0.09692773691042839,0.07788836001730852,0.3950670705322371
Courtney Lee,2019,12536212.0,2.0,33.0,0.447,16.0,0.16770186335403728,0.09937888198757763,0.34782608695652173
Courtney Lee,2019,12536212.0,6.0,33.0,0.411,55.0,0.1258741258741259,0.08624708624708624,0.317016317016317
Courtney Lee,2020,12842063.0,9.0,34.0,0.488,47.0,0.09248554913294797,0.03468208092485549,0.3092485549132948
Courtney Sims,2008,138740.0,0.0,24.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0
Courtney Sims,2009,217543.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
Courtney Sims,2009,217543.0,0.0,25.0,0.5,0.0,0.2857142857142857,0.0,0.42857142857142855
Craig Brackins,2011,1545753.0,0.0,23.0,0.25,5.0,0.11764705882352941,0.029411764705882353,0.23529411764705882
Craig Brackins,2012,1604604.0,1.0,24.0,0.273,9.0,0.16853932584269662,0.0898876404494382,0.24719101123595505
Craig Ehlo,1991,1835736.0,68.0,29.0,0.445,149.0,0.1402240693892302,0.1358872425009035,0.3006866642573184
Craig Ehlo,1992,1753398.0,62.0,30.0,0.453,167.0,0.15220624690133863,0.11799702528507684,0.3847297967278136
Craig Ehlo,1993,1976688.0,73.0,31.0,0.49,244.0,0.157421875,0.09921875,0.370703125
Craig Ehlo,1994,2142357.0,0.0,32.0,0.446,221.0,0.12988826815642457,0.1270949720670391,0.38221601489757917
Craig Ehlo,1995,4615959.0,0.0,33.0,0.453,134.0,0.12596401028277635,0.09682947729220223,0.4087403598971722
Craig Ehlo,1996,3135825.0,8.0,34.0,0.428,221.0,0.14553723706651506,0.07845366685616828,0.3803297328027288
Craig Ehlo,1997,592258.0,0.0,35.0,0.351,95.0,0.13095238095238096,0.08095238095238096,0.25476190476190474
Craig Hodges,1991,1190748.0,0.0,31.0,0.424,115.0,0.04976303317535545,0.11492890995260663,0.42890995260663506
Craig Hodges,1992,1326896.0,2.0,32.0,0.384,96.0,0.04316546762589928,0.09712230215827339,0.42805755395683454
Craig Smith,2007,524383.0,5.0,23.0,0.531,6.0,0.270481144343303,0.03185955786736021,0.3953185955786736
Craig Smith,2008,850599.0,11.0,24.0,0.563,9.0,0.2280361757105943,0.03875968992248062,0.46963824289405687
Craig Smith,2009,2945376.0,31.0,25.0,0.562,1.0,0.1943874058863792,0.054072553045859,0.5106091718001369
Craig Smith,2010,2988008.0,2.0,26.0,0.569,5.0,0.23276561232765614,0.0681265206812652,0.4744525547445255
Craig Smith,2011,2720313.0,0.0,27.0,0.553,5.0,0.19931856899488926,0.05281090289608177,0.4395229982964225
Craig Smith,2012,1133739.0,0.0,28.0,0.504,1.0,0.23655913978494625,0.04086021505376344,0.33548387096774196
Cristiano Felicio,2016,567249.0,4.0,23.0,0.556,4.0,0.3167701863354037,0.08074534161490683,0.32608695652173914
Cristiano Felicio,2017,935525.0,0.0,24.0,0.579,0.0,0.2987512007684918,0.03842459173871278,0.3035542747358309
Cristiano Felicio,2018,8254702.0,16.0,25.0,0.591,2.0,0.23824130879345604,0.05623721881390593,0.3149284253578732
Cristiano Felicio,2019,8666224.0,0.0,26.0,0.531,4.0,0.2918340026773762,0.049531459170013385,0.321285140562249
Cristiano Felicio,2020,8209169.0,0.0,27.0,0.63,2.0,0.26356589147286824,0.041343669250646,0.2222222222222222
Cristiano Felicio,2021,7529020.0,0.0,28.0,0.538,2.0,0.3058823529411765,0.10588235294117647,0.27058823529411763
Curtis Borchardt,2004,1666123.0,0.0,23.0,0.393,1.0,0.2076923076923077,0.057692307692307696,0.2230769230769231
Curtis Borchardt,2005,1740680.0,23.0,24.0,0.43,0.0,0.2607683352735739,0.0570430733410943,0.23282887077997672
Cuttino Mobley,1999,454703.0,37.0,23.0,0.425,148.0,0.07618393960192175,0.08304735758407687,0.334248455730954
Cuttino Mobley,2000,597183.0,8.0,24.0,0.43,292.0,0.11533840608730477,0.08329995995194234,0.5114136964357229
Cuttino Mobley,2001,5861741.0,49.0,25.0,0.434,252.0,0.13202527435982708,0.06484868639840373,0.5114732291320253
Cuttino Mobley,2002,6391881.0,74.0,26.0,0.438,377.0,0.09624639076034648,0.05999358357394931,0.5152390118703882
Cuttino Mobley,2003,7027081.0,73.0,27.0,0.434,318.0,0.09960552268244575,0.06837606837606838,0.42077580539119
Cuttino Mobley,2004,7569892.0,80.0,28.0,0.426,420.0,0.1120396162178892,0.07985143918291551,0.38997214484679665
Cuttino Mobley,2005,7996871.0,21.0,29.0,0.432,125.0,0.08665749656121045,0.0577716643741403,0.5075653370013755
Cuttino Mobley,2005,7996871.0,64.0,29.0,0.438,342.0,0.09581589958158995,0.07866108786610879,0.47447698744769873
Cuttino Mobley,2006,9543128.0,74.0,30.0,0.426,245.0,0.11442953020134228,0.07986577181208054,0.3926174496644295
Cuttino Mobley,2007,10323315.0,73.0,31.0,0.44,246.0,0.09394792399718509,0.06966924700914849,0.37895847994370163
Cuttino Mobley,2008,10331578.0,38.0,32.0,0.433,192.0,0.10173880873103959,0.07473177950425453,0.36403995560488345
Cuttino Mobley,2009,10721169.0,11.0,33.0,0.432,35.0,0.07923497267759563,0.03278688524590164,0.412568306010929
D'Angelo Russell,2016,5512822.0,48.0,20.0,0.41,370.0,0.12123893805309735,0.11769911504424779,0.4663716814159292
D'Angelo Russell,2017,5704054.0,60.0,21.0,0.405,384.0,0.12196467991169978,0.1672185430463576,0.543046357615894
D'Angelo Russell,2018,5853972.0,35.0,22.0,0.414,278.0,0.15303643724696356,0.20161943319838058,0.6016194331983805
D'Angelo Russell,2019,7181492.0,81.0,23.0,0.434,635.0,0.12862392813393222,0.22988975091874234,0.699060841159657
D'Angelo Russell,2020,27461188.0,33.0,24.0,0.43,321.0,0.11498586239396795,0.1941564561734213,0.7342130065975495
D'Angelo Russell,2020,27461188.0,45.0,24.0,0.426,431.0,0.12181693048864418,0.1961459050240881,0.7150722642807984
D'Angelo Russell,2021,28649250.0,26.0,25.0,0.431,310.0,0.09273182957393483,0.20384294068504594,0.6649958228905597
DJ Stephens,2014,31833.0,0.0,23.0,0.429,0.0,0.3125,0.0,0.4375
DJ Stephens,2019,79030.0,0.0,28.0,0.5,0.0,0.0,0.0,0.25
DJ White,2009,1135831.0,0.0,22.0,0.52,0.0,0.24427480916030533,0.04580152671755725,0.4732824427480916
DJ White,2010,1238756.0,0.0,23.0,0.61,0.0,0.22330097087378642,0.038834951456310676,0.5728155339805825
DJ White,2011,1311285.0,0.0,24.0,0.462,0.0,0.23636363636363636,0.01818181818181818,0.29545454545454547
DJ White,2011,1311285.0,0.0,24.0,0.507,2.0,0.2303206997084548,0.027696793002915453,0.39067055393586003
DJ White,2012,2285531.0,11.0,25.0,0.493,1.0,0.19017288444040037,0.042766151046405826,0.35668789808917195
DJ White,2013,296556.0,0.0,26.0,0.522,0.0,0.14942528735632185,0.04597701149425287,0.3333333333333333
DaJuan Summers,2010,546910.0,0.0,22.0,0.354,42.0,0.11083743842364532,0.03940886699507389,0.33004926108374383
DaJuan Summers,2011,901482.0,1.0,23.0,0.406,21.0,0.06,0.01,0.37
DaJuan Summers,2012,346212.0,6.0,24.0,0.431,16.0,0.10952380952380952,0.047619047619047616,0.3238095238095238
DaJuan Summers,2013,198869.0,0.0,25.0,0.25,0.0,0.25,0.125,0.25
DaQuan Jeffries,2020,904110.0,0.0,22.0,0.5,18.0,0.1267605633802817,0.04929577464788732,0.352112676056338
DaQuan Jeffries,2021,1445697.0,2.0,23.0,0.421,28.0,0.12446351931330472,0.02575107296137339,0.2703862660944206
DaQuan Jeffries,2021,1445697.0,5.0,23.0,0.417,67.0,0.1437246963562753,0.044534412955465584,0.25708502024291496
Daequan Cook,2008,1465475.0,19.0,21.0,0.381,238.0,0.12274618585298197,0.052011095700416086,0.3592233009708738
Daequan Cook,2009,1500021.0,4.0,22.0,0.375,395.0,0.10305343511450382,0.03871319520174482,0.37404580152671757
Daequan Cook,2010,1628010.0,3.0,23.0,0.32,126.0,0.11849710982658959,0.06213872832369942,0.3222543352601156
Daequan Cook,2011,2566387.0,0.0,24.0,0.436,154.0,0.12020033388981637,0.0333889816360601,0.3989983305509182
Daequan Cook,2012,3816391.0,22.0,25.0,0.368,228.0,0.12323232323232323,0.015151515151515152,0.31414141414141417
Daequan Cook,2013,4047267.0,1.0,26.0,0.356,30.0,0.10843373493975904,0.060240963855421686,0.3313253012048193
Daequan Cook,2013,4047267.0,1.0,26.0,0.305,91.0,0.13800904977375567,0.042986425339366516,0.30995475113122173
Dahntay Jones,2004,1492724.0,0.0,23.0,0.283,4.0,0.14743589743589744,0.07692307692307693,0.23076923076923078
Dahntay Jones,2005,1553794.0,7.0,24.0,0.437,60.0,0.10599078341013825,0.03225806451612903,0.3579109062980031
Dahntay Jones,2006,1621218.0,4.0,25.0,0.414,21.0,0.10743801652892562,0.040289256198347105,0.2902892561983471
Dahntay Jones,2007,2396423.0,25.0,26.0,0.477,12.0,0.09150717703349283,0.04066985645933014,0.34868421052631576
Dahntay Jones,2008,932647.0,0.0,27.0,0.434,6.0,0.16908212560386474,0.057971014492753624,0.391304347826087
Dahntay Jones,2009,1091766.0,71.0,28.0,0.458,17.0,0.11772950245269796,0.05466012613875263,0.30063069376313944
Dahntay Jones,2010,2988008.0,26.0,29.0,0.461,32.0,0.12097200211304807,0.07923930269413629,0.40993132593766507
Dahntay Jones,2011,2956862.0,2.0,30.0,0.467,39.0,0.11016949152542373,0.05593220338983051,0.47966101694915253
Dahntay Jones,2012,3083668.0,3.0,31.0,0.409,77.0,0.1111111111111111,0.05982905982905983,0.3285849952516619
Dahntay Jones,2013,3257877.0,15.0,32.0,0.357,37.0,0.11006289308176101,0.0440251572327044,0.27358490566037735
Dahntay Jones,2013,3257877.0,19.0,32.0,0.369,49.0,0.09921414538310412,0.047151277013752456,0.25736738703339884
Dahntay Jones,2015,780032.0,0.0,34.0,0.286,4.0,0.08870967741935484,0.016129032258064516,0.1693548387096774
Dahntay Jones,2017,25694.0,0.0,36.0,0.375,2.0,0.15384615384615385,0.07692307692307693,0.6923076923076923
Dairis Bertans,2019,198696.0,0.0,29.0,0.255,34.0,0.05357142857142857,0.05952380952380952,0.20238095238095238
Dajuan Wagner,2003,3294241.0,24.0,20.0,0.369,174.0,0.05916305916305916,0.09379509379509379,0.4538239538239538
Dajuan Wagner,2004,3468092.0,4.0,21.0,0.366,86.0,0.08180535966149506,0.07193229901269393,0.40479548660084624
Dajuan Wagner,2005,3592578.0,0.0,22.0,0.327,26.0,0.019417475728155338,0.1262135922330097,0.42718446601941745
Dajuan Wagner,2007,980023.0,0.0,24.0,1.0,1.0,0.0,0.125,0.5
Dakari Johnson,2018,858374.0,6.0,22.0,0.564,0.0,0.20987654320987653,0.04938271604938271,0.3395061728395062
Dakota Mathias,2021,86132.0,2.0,25.0,0.396,26.0,0.056451612903225805,0.10483870967741936,0.3870967741935484
Dale Davis,1992,815093.0,23.0,23.0,0.552,1.0,0.31490015360983103,0.02304147465437788,0.3033794162826421
Dale Davis,1993,1027878.0,82.0,24.0,0.568,0.0,0.31920529801324504,0.030463576158940398,0.32097130242825606
Dale Davis,1994,1228284.0,64.0,25.0,0.529,1.0,0.31312690798081116,0.043610989969472304,0.3362407326646315
Dale Davis,1995,7054580.0,70.0,26.0,0.563,1.0,0.29654878568385173,0.024712398806987643,0.33489561141883256
Dale Davis,1996,6846412.0,77.0,27.0,0.558,0.0,0.2708174178762414,0.029029793735676088,0.3067226890756303
Dale Davis,1997,10706719.0,76.0,28.0,0.538,0.0,0.29795445773832496,0.02277113083751447,0.3211115399459668
Dale Davis,1998,8480657.0,78.0,29.0,0.548,0.0,0.2809195402298851,0.03218390804597701,0.28781609195402297
Dale Davis,1999,6386406.0,50.0,30.0,0.533,0.0,0.30254545454545456,0.016,0.28945454545454546
Dale Davis,2000,6964551.0,72.0,31.0,0.502,0.0,0.3425751879699248,0.03007518796992481,0.3491541353383459
Dale Davis,2001,8972053.0,43.0,32.0,0.497,4.0,0.2804257288292457,0.04766311892642295,0.26839426191577975
Dale Davis,2002,10152567.0,77.0,33.0,0.51,0.0,0.2811606048222313,0.03923171230077646,0.30322844299141805
Dale Davis,2003,11542828.0,78.0,34.0,0.541,0.0,0.24715162138475022,0.04119193689745837,0.2537248028045574
Dale Davis,2004,12717061.0,37.0,35.0,0.473,0.0,0.23662306777645659,0.04280618311533888,0.1967895362663496
Dale Davis,2005,13683149.0,3.0,36.0,0.413,0.0,0.26424870466321243,0.039723661485319514,0.19343696027633853
Dale Davis,2005,13683149.0,28.0,36.0,0.479,0.0,0.28647822765469827,0.03590527119938885,0.21695951107715813
Dale Davis,2006,4639020.0,2.0,37.0,0.375,1.0,0.29608938547486036,0.0335195530726257,0.1452513966480447
Dale Davis,2007,4446966.0,6.0,38.0,0.446,0.0,0.2946236559139785,0.025806451612903226,0.17849462365591398
Dale Ellis,1991,2480725.0,24.0,30.0,0.463,89.0,0.11485642946317104,0.07990012484394507,0.5630461922596754
Dale Ellis,1991,2480725.0,24.0,30.0,0.474,157.0,0.12140350877192982,0.06666666666666667,0.6014035087719298
Dale Ellis,1992,2464236.0,11.0,31.0,0.469,329.0,0.11541970802919709,0.04744525547445255,0.5802919708029197
Dale Ellis,1993,1838780.0,76.0,32.0,0.499,297.0,0.11420204978038068,0.03916544655929722,0.5
Dale Ellis,1994,2320887.0,75.0,33.0,0.494,332.0,0.09841759938247781,0.030876109610189117,0.4515631030490158
Dale Ellis,1995,1754935.0,3.0,34.0,0.453,263.0,0.11116675012518779,0.028542814221331998,0.45968953430145215
Dale Ellis,1996,2214518.0,52.0,35.0,0.479,364.0,0.1199086410354016,0.05291206699657404,0.45831747240197945
Dale Ellis,1997,2632260.0,51.0,36.0,0.414,528.0,0.09955827387020047,0.05606523955147808,0.4624532789670404
Dale Ellis,1998,3087774.0,0.0,37.0,0.497,274.0,0.09484536082474226,0.04587628865979381,0.4814432989690722
Dale Ellis,1999,2767759.0,5.0,38.0,0.441,217.0,0.09326845093268452,0.030819140308191405,0.40145985401459855
Dale Ellis,2000,3249994.0,0.0,39.0,0.465,65.0,0.10461538461538461,0.018461538461538463,0.37846153846153846
Dale Ellis,2000,3249994.0,5.0,39.0,0.415,100.0,0.09911504424778761,0.024778761061946902,0.31504424778761064
Dalibor Bagaric,2001,1188797.0,0.0,20.0,0.262,1.0,0.21455938697318008,0.038314176245210725,0.18007662835249041
Dalibor Bagaric,2002,1237773.0,0.0,21.0,0.404,1.0,0.25471698113207547,0.036163522012578615,0.2908805031446541
Dalibor Bagaric,2003,1190748.0,0.0,22.0,0.308,0.0,0.2597402597402597,0.05194805194805195,0.24675324675324675
Damian Jones,2017,1253120.0,0.0,22.0,0.5,0.0,0.26744186046511625,0.0,0.22093023255813954
Damian Jones,2018,1381425.0,0.0,23.0,0.5,0.0,0.15555555555555556,0.022222222222222223,0.2777777777777778
Damian Jones,2019,1580559.0,22.0,24.0,0.716,0.0,0.18248175182481752,0.0681265206812652,0.31630170316301703
Damian Jones,2020,2319941.0,27.0,25.0,0.68,9.0,0.23198198198198197,0.039414414414414414,0.34459459459459457
Damian Jones,2021,1487284.0,0.0,26.0,0.5,1.0,0.18947368421052632,0.042105263157894736,0.23157894736842105
Damian Jones,2021,1487284.0,10.0,26.0,0.68,5.0,0.22120658135283364,0.05301645338208409,0.33455210237659966
Damian Lillard,2013,3443284.0,82.0,22.0,0.429,503.0,0.08112373737373738,0.16761363636363635,0.4930555555555556
Damian Lillard,2014,3536141.0,82.0,23.0,0.424,554.0,0.09802586793737236,0.15554799183117768,0.5769230769230769
Damian Lillard,2015,3613612.0,82.0,24.0,0.434,572.0,0.1291866028708134,0.1732740943267259,0.5878332194121668
Damian Lillard,2016,4576395.0,75.0,25.0,0.419,610.0,0.11281285020545387,0.19125887187149795,0.7019051176690325
Damian Lillard,2017,26022101.0,75.0,26.0,0.444,579.0,0.13659985152190052,0.1633259094283593,0.7512991833704529
Damian Lillard,2018,27524156.0,73.0,27.0,0.439,629.0,0.1216772744290528,0.18008236615499812,0.734556345937851
Damian Lillard,2019,28622536.0,80.0,28.0,0.444,643.0,0.1306798168369144,0.19408242338851708,0.7280732652342374
Damian Lillard,2020,29994764.0,66.0,29.0,0.463,674.0,0.11474747474747475,0.21414141414141413,0.7991919191919192
Damian Lillard,2021,31626953.0,67.0,30.0,0.451,704.0,0.11796581909128803,0.21050437682367654,0.8036681950812838
Damien Inglis,2016,923643.0,1.0,21.0,0.351,13.0,0.19745222929936307,0.06369426751592357,0.22929936305732485
Damien Wilkins,2005,523580.0,7.0,25.0,0.435,59.0,0.12667946257197696,0.04990403071017274,0.3512476007677543
Damien Wilkins,2006,3313586.0,12.0,26.0,0.444,56.0,0.1258191349934469,0.07011795543905636,0.35124508519003933
Damien Wilkins,2007,3430517.0,31.0,27.0,0.435,122.0,0.11236506378802748,0.07654563297350343,0.35525024533856725
Damien Wilkins,2008,3588212.0,31.0,28.0,0.403,155.0,0.13286334056399132,0.08134490238611713,0.37852494577006507
Damien Wilkins,2009,3652266.0,14.0,29.0,0.362,72.0,0.10989010989010989,0.058084772370486655,0.34222919937205654
Damien Wilkins,2010,3944171.0,31.0,30.0,0.433,61.0,0.15699873896595207,0.08511979823455233,0.2843631778058008
Damien Wilkins,2011,885469.0,0.0,31.0,0.504,10.0,0.1329394387001477,0.060561299852289516,0.2658788774002954
Damien Wilkins,2012,1309230.0,2.0,32.0,0.394,23.0,0.10834236186348863,0.047670639219934995,0.20910075839653305
Damien Wilkins,2013,1374112.0,21.0,33.0,0.459,51.0,0.09580291970802919,0.08302919708029197,0.354014598540146
Damien Wilkins,2018,1044739.0,1.0,38.0,0.333,18.0,0.10457516339869281,0.058823529411764705,0.21568627450980393
Damion James,2011,1367631.0,9.0,23.0,0.447,3.0,0.2103960396039604,0.04950495049504951,0.2722772277227723
Damion James,2012,1419721.0,7.0,24.0,0.371,1.0,0.19298245614035087,0.017543859649122806,0.19883040935672514
Damion James,2013,56460.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0
Damion James,2014,118988.0,1.0,26.0,0.222,2.0,0.23529411764705882,0.058823529411764705,0.11764705882352941
Damion Lee,2018,145486.0,11.0,25.0,0.408,60.0,0.17530864197530865,0.07160493827160494,0.39753086419753086
Damion Lee,2019,79030.0,0.0,26.0,0.441,68.0,0.1702127659574468,0.034574468085106384,0.42021276595744683
Damion Lee,2020,847766.0,36.0,27.0,0.417,239.0,0.1678370786516854,0.09339887640449439,0.43609550561797755
Damion Lee,2021,1762796.0,1.0,28.0,0.467,194.0,0.16666666666666666,0.06759259259259259,0.3453703703703704
Damir Markota,2007,524383.0,0.0,21.0,0.365,16.0,0.18128654970760233,0.03508771929824561,0.2982456140350877
Damjan Rudez,2015,1189784.0,2.0,29.0,0.452,170.0,0.04484732824427481,0.05057251908396947,0.30820610687022904
Damjan Rudez,2016,1241787.0,0.0,30.0,0.403,50.0,0.07194244604316546,0.039568345323741004,0.2697841726618705
Damjan Rudez,2017,1048685.0,0.0,31.0,0.352,64.0,0.07936507936507936,0.06349206349206349,0.26031746031746034
Damon Jones,1999,454703.0,0.0,22.0,0.318,29.0,0.09848484848484848,0.09848484848484848,0.3712121212121212
Damon Jones,1999,454703.0,0.0,22.0,0.361,62.0,0.12753623188405797,0.12173913043478261,0.36231884057971014
Damon Jones,2000,274001.0,1.0,23.0,0.463,23.0,0.08121827411167512,0.19796954314720813,0.34517766497461927
Damon Jones,2000,274001.0,1.0,23.0,0.385,114.0,0.08972267536704731,0.1566068515497553,0.3800978792822186
Damon Jones,2001,1061692.0,10.0,24.0,0.409,231.0,0.08757062146892655,0.15819209039548024,0.3255649717514124
Damon Jones,2002,819519.0,0.0,25.0,0.401,186.0,0.09501845018450185,0.12915129151291513,0.31365313653136534
Damon Jones,2003,913445.0,1.0,26.0,0.381,121.0,0.09859154929577464,0.11267605633802817,0.3154929577464789
Damon Jones,2004,1054173.0,26.0,27.0,0.401,273.0,0.0842835894893406,0.23698562221120476,0.2840852751611304
Damon Jones,2005,3401507.0,66.0,28.0,0.456,521.0,0.08963911525029103,0.13581684128831975,0.3705859526581296
Damon Jones,2006,4758309.0,7.0,29.0,0.387,371.0,0.06363636363636363,0.08086124401913876,0.2641148325358852
Damon Jones,2007,4935723.0,0.0,30.0,0.386,231.0,0.056218057921635436,0.08006814310051108,0.33475298126064734
Damon Jones,2008,5162611.0,3.0,31.0,0.416,276.0,0.05385190725504862,0.09424083769633508,0.3268511593118923
Damon Jones,2009,5254770.0,0.0,32.0,0.324,28.0,0.05504587155963303,0.06422018348623854,0.30275229357798167
Damon Stoudamire,1996,2273685.0,70.0,22.0,0.426,337.0,0.09804605722260991,0.2278436845778088,0.46441032798325194
Damon Stoudamire,1997,2545066.0,81.0,23.0,0.401,496.0,0.09954751131221719,0.2138763197586727,0.4929110105580694
Damon Stoudamire,1998,2812383.0,49.0,24.0,0.425,205.0,0.10668633235004917,0.19616519174041297,0.46804326450344147
Damon Stoudamire,1998,2812383.0,71.0,24.0,0.411,304.0,0.10492957746478873,0.20422535211267606,0.43133802816901406
Damon Stoudamire,1999,14234190.0,50.0,25.0,0.396,142.0,0.09976105137395459,0.1863799283154122,0.3769414575866189
Damon Stoudamire,2000,15705142.0,78.0,26.0,0.432,212.0,0.10240202275600506,0.1706700379266751,0.41045090602612727
Damon Stoudamire,2001,16822600.0,82.0,27.0,0.434,219.0,0.11416729464958553,0.17633760361718162,0.40165787490580257
Damon Stoudamire,2002,17922684.0,71.0,28.0,0.402,295.0,0.10450966356478167,0.17537580529706515,0.36363636363636365
Damon Stoudamire,2003,17733395.0,27.0,29.0,0.376,114.0,0.11787072243346007,0.15513307984790875,0.31102661596958175
Damon Stoudamire,2004,17366564.0,82.0,30.0,0.401,427.0,0.09878127004490057,0.1603592046183451,0.3524695317511225
Damon Stoudamire,2005,16987150.0,70.0,31.0,0.392,490.0,0.11211573236889692,0.16564195298372514,0.4618444846292948
Damon Stoudamire,2006,4970379.0,27.0,32.0,0.397,104.0,0.1100811123986095,0.14831981460023175,0.36732329084588644
Damon Stoudamire,2007,5145775.0,51.0,33.0,0.391,175.0,0.09254327563249001,0.19906790945406125,0.31091877496671105
Damon Stoudamire,2008,6070807.0,29.0,34.0,0.397,94.0,0.1136,0.1792,0.3376
Damon Stoudamire,2008,6070807.0,33.0,34.0,0.356,149.0,0.11368015414258188,0.15895953757225434,0.30539499036608864
Damone Brown,2002,482018.0,0.0,23.0,0.381,1.0,0.06153846153846154,0.03076923076923077,0.35384615384615387
Damone Brown,2004,284191.0,0.0,25.0,0.1,0.0,0.2777777777777778,0.0,0.16666666666666666
Damyean Dotson,2018,1157668.0,2.0,24.0,0.447,68.0,0.17684210526315788,0.06526315789473684,0.3831578947368421
Damyean Dotson,2019,1410008.0,40.0,25.0,0.415,342.0,0.13067331670822943,0.06733167082294264,0.3885286783042394
Damyean Dotson,2020,1628971.0,0.0,26.0,0.414,163.0,0.1087216248506571,0.06810035842293907,0.3835125448028674
Damyean Dotson,2021,2000000.0,7.0,27.0,0.406,159.0,0.10242290748898679,0.10022026431718062,0.3392070484581498
Dan Dickau,2003,1113270.0,0.0,24.0,0.412,61.0,0.08285163776493257,0.16377649325626203,0.35260115606936415
Dan Dickau,2004,1172085.0,0.0,25.0,0.429,10.0,0.1111111111111111,0.125,0.3402777777777778
Dan Dickau,2004,1172085.0,0.0,25.0,0.378,30.0,0.08813559322033898,0.1288135593220339,0.3220338983050847
Dan Dickau,2005,1214105.0,0.0,26.0,0.125,3.0,0.0625,0.0625,0.3125
Dan Dickau,2005,1214105.0,46.0,26.0,0.405,245.0,0.0861244019138756,0.1660287081339713,0.4244019138755981
Dan Dickau,2006,2982227.0,0.0,27.0,0.37,20.0,0.06808510638297872,0.1702127659574468,0.26382978723404255
Dan Dickau,2007,3498133.0,3.0,28.0,0.358,61.0,0.09662921348314607,0.15730337078651685,0.37303370786516854
Dan Dickau,2008,4846197.0,8.0,29.0,0.419,108.0,0.09317963496637849,0.16522574447646493,0.3381364073006724
Dan Gadzuric,2003,500773.0,30.0,25.0,0.483,1.0,0.25921052631578945,0.011842105263157895,0.22236842105263158
Dan Gadzuric,2004,791043.0,0.0,26.0,0.524,1.0,0.2748212867355044,0.022239872915011914,0.3367752184273233
Dan Gadzuric,2005,944548.0,81.0,27.0,0.539,0.0,0.3775910364145658,0.01680672268907563,0.3322128851540616
Dan Gadzuric,2006,6295813.0,0.0,28.0,0.553,1.0,0.2618510158013544,0.02708803611738149,0.4322799097065463
Dan Gadzuric,2007,6673073.0,8.0,29.0,0.474,1.0,0.2925089179548157,0.034482758620689655,0.30677764565992865
Dan Gadzuric,2008,7115957.0,4.0,30.0,0.416,1.0,0.2691588785046729,0.020560747663551402,0.30093457943925234
Dan Gadzuric,2009,7363670.0,26.0,31.0,0.48,2.0,0.27070063694267515,0.041401273885350316,0.28768577494692144
Dan Gadzuric,2010,8066738.0,6.0,32.0,0.438,0.0,0.2920634920634921,0.0380952380952381,0.27936507936507937
Dan Gadzuric,2011,8572919.0,4.0,33.0,0.42,1.0,0.28859060402684567,0.03691275167785235,0.2651006711409396
Dan Gadzuric,2011,8572919.0,9.0,33.0,0.419,1.0,0.29094827586206895,0.03017241379310345,0.2543103448275862
Dan Godfread,1992,189556.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
Dan Langhi,2001,473977.0,0.0,23.0,0.374,1.0,0.16942148760330578,0.01652892561983471,0.371900826446281
Dan Langhi,2002,674689.0,8.0,24.0,0.392,4.0,0.1543778801843318,0.03225806451612903,0.2465437788018433
